i,k,f1
1513,25,0.905
1513,50,0.91
1513,-1,0.937
1514,1,0.621
1514,5,0.875
1514,10,0.896
1514,25,0.912
1514,50,0.91
1514,-1,0.95
1515,1,0.706
1515,5,0.806
1515,10,0.86
1515,25,0.857
1515,50,0.871
1515,-1,0.939
1516,1,0.376
1516,5,0.894
1516,10,0.881
1516,25,0.897
1516,50,0.909
1516,-1,0.938
1517,1,0.149
1517,5,0.846
1517,10,0.844
1517,25,0.895
1517,50,0.895
1517,-1,0.951
1518,1,0.184
1518,5,0.662
1518,10,0.878
1518,25,0.917
1518,50,0.917
1518,-1,0.949
1519,1,0.671
1519,5,0.818
1519,10,0.882
1519,25,0.889
1519,50,0.905
1519,-1,0.942
1520,1,0.571
1520,5,0.799
1520,10,0.873
1520,25,0.903
1520,50,0.913
1520,-1,0.942
1521,1,0.626
1521,5,0.686
1521,10,0.83
1521,25,0.864
1521,50,0.876
1521,-1,0.923
1522,1,0.738
1522,5,0.894
1522,10,0.867
1522,25,0.927
1522,50,0.93
1522,-1,0.944
1523,1,0.781
1523,5,0.821
1523,10,0.869
1523,25,0.855
1523,50,0.878
1523,-1,0.941
1524,1,0.811
1524,5,0.877
1524,10,0.887
1524,25,0.895
1524,50,0.897
1524,-1,0.941
1525,1,0.815
1525,5,0.811
1525,10,0.844
1525,25,0.863
1525,50,0.895
1525,-1,0.923
1526,1,0.797
1526,5,0.864
1526,10,0.867
1526,25,0.884
1526,50,0.902
1526,-1,0.954
1527,1,0.635
1527,5,0.753
1527,10,0.828
1527,25,0.836
1527,50,0.895
1527,-1,0.944
1528,1,0.777
1528,5,0.85
1528,10,0.887
1528,25,0.898
1528,50,0.917
1528,-1,0.935
1529,1,0.306
1529,5,0.891
1529,10,0.883
1529,25,0.876
1529,50,0.93
1529,-1,0.939
1530,1,0.687
1530,5,0.853
1530,10,0.886
1530,25,0.917
1530,50,0.931
1530,-1,0.93
1531,1,0.659
1531,5,0.801
1531,10,0.865
1531,25,0.861
1531,50,0.912
1531,-1,0.943
1532,1,0.845
1532,5,0.864
1532,10,0.874
1532,25,0.907
1532,50,0.9
1532,-1,0.949
1533,1,0.616
1533,5,0.863
1533,10,0.879
1533,25,0.917
1533,50,0.911
1533,-1,0.947
1534,1,0.798
1534,5,0.802
1534,10,0.841
1534,25,0.876
1534,50,0.91
1534,-1,0.934
1535,1,0.853
1535,5,0.849
1535,10,0.863
1535,25,0.892
1535,50,0.904
1535,-1,0.936
1536,1,0.815
1536,5,0.875
1536,10,0.882
1536,25,0.896
1536,50,0.896
1536,-1,0.937
1537,1,0.709
1537,5,0.84
1537,10,0.845
1537,25,0.892
1537,50,0.91
1537,-1,0.923
1538,1,0.641
1538,5,0.714
1538,10,0.791
1538,25,0.836
1538,50,0.887
1538,-1,0.95
1539,1,0.555
1539,5,0.881
1539,10,0.883
1539,25,0.9
1539,50,0.899
1539,-1,0.939
1540,1,0.739
1540,5,0.878
1540,10,0.905
1540,25,0.892
1540,50,0.911
1540,-1,0.941
1541,1,0.278
1541,5,0.856
1541,10,0.891
1541,25,0.907
1541,50,0.904
1541,-1,0.939
1542,1,0.789
1542,5,0.776
1542,10,0.8
1542,25,0.88
1542,50,0.909
1542,-1,0.941
1543,1,0.269
1543,5,0.862
1543,10,0.872
1543,25,0.884
1543,50,0.893
1543,-1,0.949
1544,1,0.636
1544,5,0.867
1544,10,0.883
1544,25,0.883
1544,50,0.884
1544,-1,0.947
1545,1,0.822
1545,5,0.874
1545,10,0.877
1545,25,0.897
1545,50,0.88
1545,-1,0.938
1546,1,0.422
1546,5,0.849
1546,10,0.865
1546,25,0.884
1546,50,0.897
1546,-1,0.928
1547,1,0.76
1547,5,0.715
1547,10,0.818
1547,25,0.874
1547,50,0.901
1547,-1,0.929
1548,1,0.564
1548,5,0.85
1548,10,0.866
1548,25,0.898
1548,50,0.913
1548,-1,0.938
1549,1,0.796
1549,5,0.855
1549,10,0.845
1549,25,0.867
1549,50,0.884
1549,-1,0.943
1550,1,0.65
1550,5,0.822
1550,10,0.857
1550,25,0.886
1550,50,0.894
1550,-1,0.941
1551,1,0.695
1551,5,0.823
1551,10,0.868
1551,25,0.878
1551,50,0.909
1551,-1,0.932
1552,1,0.692
1552,5,0.853
1552,10,0.873
1552,25,0.869
1552,50,0.899
1552,-1,0.92
1553,1,0.706
1553,5,0.885
1553,10,0.87
1553,25,0.897
1553,50,0.894
1553,-1,0.933
1554,1,0.772
1554,5,0.875
1554,10,0.903
1554,25,0.91
1554,50,0.914
1554,-1,0.933
1555,1,0.659
1555,5,0.838
1555,10,0.897
1555,25,0.881
1555,50,0.903
1555,-1,0.939
1556,1,0.825
1556,5,0.889
1556,10,0.886
1556,25,0.914
1556,50,0.923
1556,-1,0.951
1557,1,0.7
1557,5,0.843
1557,10,0.888
1557,25,0.899
1557,50,0.906
1557,-1,0.933
1558,1,0.625
1558,5,0.848
1558,10,0.856
1558,25,0.891
1558,50,0.913
1558,-1,0.927
1559,1,0.836
1559,5,0.843
1559,10,0.861
1559,25,0.894
1559,50,0.916
1559,-1,0.928
1560,1,0.832
1560,5,0.846
1560,10,0.857
1560,25,0.91
1560,50,0.905
1560,-1,0.938
1561,1,0.272
1561,5,0.742
1561,10,0.805
1561,25,0.869
1561,50,0.881
1561,-1,0.949
1562,1,0.714
1562,5,0.832
1562,10,0.865
1562,25,0.872
1562,50,0.881
1562,-1,0.93
1563,1,0.711
1563,5,0.86
1563,10,0.883
1563,25,0.886
1563,50,0.916
1563,-1,0.937
1564,1,0.672
1564,5,0.849
1564,10,0.9
1564,25,0.917
1564,50,0.936
1564,-1,0.958
1565,1,0.805
1565,5,0.837
1565,10,0.892
1565,25,0.924
1565,50,0.931
1565,-1,0.94
1566,1,0.865
1566,5,0.802
1566,10,0.841
1566,25,0.862
1566,50,0.875
1566,-1,0.942
1567,1,0.324
1567,5,0.799
1567,10,0.817
1567,25,0.868
1567,50,0.886
1567,-1,0.934
1568,1,0.719
1568,5,0.861
1568,10,0.894
1568,25,0.914
1568,50,0.921
1568,-1,0.948
1569,1,0.847
1569,5,0.832
1569,10,0.894
1569,25,0.9
1569,50,0.906
1569,-1,0.942
1570,1,0.544
1570,5,0.848
1570,10,0.888
1570,25,0.898
1570,50,0.901
1570,-1,0.921
1571,1,0.65
1571,5,0.83
1571,10,0.89
1571,25,0.899
1571,50,0.899
1571,-1,0.944
1572,1,0.724
1572,5,0.811
1572,10,0.855
1572,25,0.873
1572,50,0.88
1572,-1,0.934
1573,1,0.528
1573,5,0.855
1573,10,0.916
1573,25,0.916
1573,50,0.898
1573,-1,0.937
1574,1,0.789
1574,5,0.879
1574,10,0.904
1574,25,0.913
1574,50,0.921
1574,-1,0.933
1575,1,0.689
1575,5,0.831
1575,10,0.877
1575,25,0.909
1575,50,0.915
1575,-1,0.934
1576,1,0.734
1576,5,0.852
1576,10,0.884
1576,25,0.89
1576,50,0.897
1576,-1,0.943
1577,1,0.791
1577,5,0.885
1577,10,0.866
1577,25,0.881
1577,50,0.894
1577,-1,0.934
1578,1,0.665
1578,5,0.767
1578,10,0.804
1578,25,0.888
1578,50,0.9
1578,-1,0.946
1579,1,0.774
1579,5,0.861
1579,10,0.864
1579,25,0.89
1579,50,0.891
1579,-1,0.931
1580,1,0.223
1580,5,0.612
1580,10,0.79
1580,25,0.877
1580,50,0.888
1580,-1,0.948
1581,1,0.708
1581,5,0.788
1581,10,0.884
1581,25,0.891
1581,50,0.92
1581,-1,0.94
1582,1,0.474
1582,5,0.895
1582,10,0.903
1582,25,0.91
1582,50,0.898
1582,-1,0.925
1583,1,0.631
1583,5,0.839
1583,10,0.908
1583,25,0.908
1583,50,0.915
1583,-1,0.956
1584,1,0.766
1584,5,0.858
1584,10,0.88
1584,25,0.891
1584,50,0.912
1584,-1,0.937
1585,1,0.68
1585,5,0.786
1585,10,0.816
1585,25,0.882
1585,50,0.908
1585,-1,0.938
1586,1,0.716
1586,5,0.886
1586,10,0.896
1586,25,0.9
1586,50,0.899
1586,-1,0.926
1587,1,0.78
1587,5,0.897
1587,10,0.897
1587,25,0.887
1587,50,0.907
1587,-1,0.935
1588,1,0.744
1588,5,0.869
1588,10,0.885
1588,25,0.86
1588,50,0.882
1588,-1,0.933
1589,1,0.591
1589,5,0.829
1589,10,0.83
1589,25,0.88
1589,50,0.902
1589,-1,0.942
1590,1,0.733
1590,5,0.9
1590,10,0.882
1590,25,0.899
1590,50,0.907
1590,-1,0.942
1591,1,0.741
1591,5,0.839
1591,10,0.868
1591,25,0.895
1591,50,0.922
1591,-1,0.942
1592,1,0.628
1592,5,0.864
1592,10,0.838
1592,25,0.858
1592,50,0.877
1592,-1,0.923
1593,1,0.652
1593,5,0.831
1593,10,0.877
1593,25,0.886
1593,50,0.907
1593,-1,0.943
1594,1,0.611
1594,5,0.861
1594,10,0.891
1594,25,0.887
1594,50,0.9
1594,-1,0.938
1595,1,0.571
1595,5,0.804
1595,10,0.858
1595,25,0.889
1595,50,0.901
1595,-1,0.938
1596,1,0.816
1596,5,0.863
1596,10,0.868
1596,25,0.901
1596,50,0.899
1596,-1,0.945
1597,1,0.71
1597,5,0.83
1597,10,0.877
1597,25,0.901
1597,50,0.893
1597,-1,0.945
1598,1,0.791
1598,5,0.859
1598,10,0.873
1598,25,0.896
1598,50,0.894
1598,-1,0.935
1599,1,0.657
1599,5,0.797
1599,10,0.871
1599,25,0.857
1599,50,0.878
1599,-1,0.939
1600,1,0.535
1600,5,0.812
1600,10,0.881
1600,25,0.897
1600,50,0.907
1600,-1,0.935
1601,1,0.782
1601,5,0.882
1601,10,0.874
1601,25,0.88
1601,50,0.889
1601,-1,0.938
1602,1,0.261
1602,5,0.779
1602,10,0.806
1602,25,0.895
1602,50,0.895
1602,-1,0.934
1603,1,0.765
1603,5,0.864
1603,10,0.888
1603,25,0.885
1603,50,0.898
1603,-1,0.94
1604,1,0.213
1604,5,0.841
1604,10,0.827
1604,25,0.882
1604,50,0.9
1604,-1,0.948
1605,1,0.48
1605,5,0.718
1605,10,0.815
1605,25,0.878
1605,50,0.887
1605,-1,0.944
1606,1,0.683
1606,5,0.841
1606,10,0.854
1606,25,0.884
1606,50,0.905
1606,-1,0.939
1607,1,0.726
1607,5,0.869
1607,10,0.806
1607,25,0.897
1607,50,0.895
1607,-1,0.942
1608,1,0.262
1608,5,0.87
1608,10,0.875
1608,25,0.878
1608,50,0.891
1608,-1,0.954
1609,1,0.448
1609,5,0.819
1609,10,0.819
1609,25,0.91
1609,50,0.916
1609,-1,0.954
1610,1,0.422
1610,5,0.826
1610,10,0.87
1610,25,0.901
1610,50,0.908
1610,-1,0.942
1611,1,0.89
1611,5,0.841
1611,10,0.877
1611,25,0.887
1611,50,0.916
1611,-1,0.941
1612,1,0.771
1612,5,0.849
1612,10,0.851
1612,25,0.877
1612,50,0.912
1612,-1,0.92
1613,1,0.435
1613,5,0.83
1613,10,0.889
1613,25,0.899
1613,50,0.918
1613,-1,0.937
1614,1,0.79
1614,5,0.818
1614,10,0.886
1614,25,0.889
1614,50,0.897
1614,-1,0.931
1615,1,0.617
1615,5,0.846
1615,10,0.846
1615,25,0.904
1615,50,0.909
1615,-1,0.952
1616,1,0.789
1616,5,0.852
1616,10,0.87
1616,25,0.845
1616,50,0.882
1616,-1,0.928
1617,1,0.777
1617,5,0.83
1617,10,0.876
1617,25,0.903
1617,50,0.905
1617,-1,0.952
1618,1,0.588
1618,5,0.838
1618,10,0.863
1618,25,0.909
1618,50,0.906
1618,-1,0.922
1619,1,0.213
1619,5,0.834
1619,10,0.863
1619,25,0.9
1619,50,0.901
1619,-1,0.933
1620,1,0.597
1620,5,0.845
1620,10,0.863
1620,25,0.875
1620,50,0.887
1620,-1,0.95
1621,1,0.68
1621,5,0.83
1621,10,0.868
1621,25,0.906
1621,50,0.907
1621,-1,0.937
1622,1,0.555
1622,5,0.833
1622,10,0.863
1622,25,0.871
1622,50,0.908
1622,-1,0.94
1623,1,0.857
1623,5,0.89
1623,10,0.898
1623,25,0.9
1623,50,0.9
1623,-1,0.94
1624,1,0.265
1624,5,0.822
1624,10,0.852
1624,25,0.895
1624,50,0.899
1624,-1,0.939
1625,1,0.715
1625,5,0.88
1625,10,0.902
1625,25,0.91
1625,50,0.894
1625,-1,0.922
1626,1,0.815
1626,5,0.819
1626,10,0.865
1626,25,0.899
1626,50,0.91
1626,-1,0.949
1627,1,0.356
1627,5,0.682
1627,10,0.847
1627,25,0.883
1627,50,0.899
1627,-1,0.957
1628,1,0.738
1628,5,0.827
1628,10,0.879
1628,25,0.911
1628,50,0.914
1628,-1,0.932
1629,1,0.847
1629,5,0.875
1629,10,0.849
1629,25,0.838
1629,50,0.872
1629,-1,0.929
1630,1,0.674
1630,5,0.771
1630,10,0.828
1630,25,0.845
1630,50,0.883
1630,-1,0.927
1631,1,0.649
1631,5,0.878
1631,10,0.876
1631,25,0.891
1631,50,0.898
1631,-1,0.926
1632,1,0.315
1632,5,0.863
1632,10,0.872
1632,25,0.887
1632,50,0.899
1632,-1,0.942
1633,1,0.847
1633,5,0.869
1633,10,0.891
1633,25,0.878
1633,50,0.908
1633,-1,0.955
1634,1,0.854
1634,5,0.884
1634,10,0.879
1634,25,0.924
1634,50,0.925
1634,-1,0.943
1635,1,0.653
1635,5,0.87
1635,10,0.892
1635,25,0.888
1635,50,0.895
1635,-1,0.954
1636,1,0.685
1636,5,0.884
1636,10,0.887
1636,25,0.899
1636,50,0.906
1636,-1,0.929
1637,1,0.646
1637,5,0.884
1637,10,0.886
1637,25,0.904
1637,50,0.898
1637,-1,0.934
1638,1,0.791
1638,5,0.854
1638,10,0.869
1638,25,0.899
1638,50,0.91
1638,-1,0.947
1639,1,0.776
1639,5,0.836
1639,10,0.895
1639,25,0.854
1639,50,0.883
1639,-1,0.936
1640,1,0.812
1640,5,0.827
1640,10,0.858
1640,25,0.918
1640,50,0.927
1640,-1,0.945
1641,1,0.742
1641,5,0.809
1641,10,0.851
1641,25,0.879
1641,50,0.874
1641,-1,0.931
1642,1,0.574
1642,5,0.847
1642,10,0.886
1642,25,0.896
1642,50,0.91
1642,-1,0.936
1643,1,0.692
1643,5,0.865
1643,10,0.876
1643,25,0.864
1643,50,0.885
1643,-1,0.936
1644,1,0.574
1644,5,0.815
1644,10,0.859
1644,25,0.914
1644,50,0.919
1644,-1,0.946
1645,1,0.779
1645,5,0.878
1645,10,0.875
1645,25,0.884
1645,50,0.895
1645,-1,0.937
1646,1,0.699
1646,5,0.847
1646,10,0.879
1646,25,0.899
1646,50,0.898
1646,-1,0.915
1647,1,0.538
1647,5,0.854
1647,10,0.88
1647,25,0.908
1647,50,0.91
1647,-1,0.94
1648,1,0.666
1648,5,0.852
1648,10,0.863
1648,25,0.892
1648,50,0.898
1648,-1,0.934
1649,1,0.388
1649,5,0.863
1649,10,0.853
1649,25,0.862
1649,50,0.887
1649,-1,0.924
1650,1,0.456
1650,5,0.889
1650,10,0.903
1650,25,0.902
1650,50,0.904
1650,-1,0.932
1651,1,0.675
1651,5,0.874
1651,10,0.867
1651,25,0.856
1651,50,0.875
1651,-1,0.942
1652,1,0.583
1652,5,0.843
1652,10,0.836
1652,25,0.878
1652,50,0.891
1652,-1,0.936
1653,1,0.782
1653,5,0.862
1653,10,0.878
1653,25,0.893
1653,50,0.919
1653,-1,0.938
1654,1,0.516
1654,5,0.838
1654,10,0.897
1654,25,0.913
1654,50,0.926
1654,-1,0.939
1655,1,0.662
1655,5,0.828
1655,10,0.829
1655,25,0.883
1655,50,0.898
1655,-1,0.929
1656,1,0.752
1656,5,0.846
1656,10,0.88
1656,25,0.928
1656,50,0.938
1656,-1,0.938
1657,1,0.589
1657,5,0.849
1657,10,0.889
1657,25,0.912
1657,50,0.906
1657,-1,0.949
1658,1,0.724
1658,5,0.884
1658,10,0.894
1658,25,0.902
1658,50,0.885
1658,-1,0.941
1659,1,0.59
1659,5,0.849
1659,10,0.89
1659,25,0.908
1659,50,0.894
1659,-1,0.95
1660,1,0.77
1660,5,0.848
1660,10,0.863
1660,25,0.868
1660,50,0.906
1660,-1,0.959
1661,1,0.56
1661,5,0.753
1661,10,0.862
1661,25,0.909
1661,50,0.917
1661,-1,0.925
1662,1,0.567
1662,5,0.815
1662,10,0.817
1662,25,0.839
1662,50,0.886
1662,-1,0.941
1663,1,0.777
1663,5,0.827
1663,10,0.882
1663,25,0.884
1663,50,0.9
1663,-1,0.937
1664,1,0.352
1664,5,0.686
1664,10,0.815
1664,25,0.897
1664,50,0.908
1664,-1,0.933
1665,1,0.653
1665,5,0.795
1665,10,0.89
1665,25,0.895
1665,50,0.894
1665,-1,0.92
1666,1,0.224
1666,5,0.835
1666,10,0.824
1666,25,0.891
1666,50,0.891
1666,-1,0.934
1667,1,0.677
1667,5,0.77
1667,10,0.854
1667,25,0.896
1667,50,0.897
1667,-1,0.936
1668,1,0.472
1668,5,0.869
1668,10,0.876
1668,25,0.925
1668,50,0.918
1668,-1,0.933
1669,1,0.63
1669,5,0.895
1669,10,0.921
1669,25,0.918
1669,50,0.889
1669,-1,0.947
1670,1,0.743
1670,5,0.827
1670,10,0.871
1670,25,0.905
1670,50,0.912
1670,-1,0.944
1671,1,0.774
1671,5,0.86
1671,10,0.891
1671,25,0.904
1671,50,0.905
1671,-1,0.94
1672,1,0.648
1672,5,0.839
1672,10,0.858
1672,25,0.885
1672,50,0.902
1672,-1,0.937
1673,1,0.715
1673,5,0.882
1673,10,0.907
1673,25,0.889
1673,50,0.908
1673,-1,0.943
1674,1,0.846
1674,5,0.89
1674,10,0.902
1674,25,0.894
1674,50,0.895
1674,-1,0.932
1675,1,0.733
1675,5,0.876
1675,10,0.875
1675,25,0.881
1675,50,0.882
1675,-1,0.932
1676,1,0.868
1676,5,0.865
1676,10,0.894
1676,25,0.915
1676,50,0.917
1676,-1,0.945
1677,1,0.667
1677,5,0.791
1677,10,0.842
1677,25,0.844
1677,50,0.884
1677,-1,0.937
1678,1,0.326
1678,5,0.842
1678,10,0.903
1678,25,0.896
1678,50,0.923
1678,-1,0.934
1679,1,0.638
1679,5,0.848
1679,10,0.871
1679,25,0.873
1679,50,0.894
1679,-1,0.94
1680,1,0.771
1680,5,0.866
1680,10,0.895
1680,25,0.898
1680,50,0.92
1680,-1,0.926
1681,1,0.731
1681,5,0.872
1681,10,0.901
1681,25,0.918
1681,50,0.929
1681,-1,0.936
1682,1,0.812
1682,5,0.886
1682,10,0.883
1682,25,0.906
1682,50,0.903
1682,-1,0.939
1683,1,0.792
1683,5,0.83
1683,10,0.892
1683,25,0.909
1683,50,0.91
1683,-1,0.946
1684,1,0.289
1684,5,0.756
1684,10,0.835
1684,25,0.894
1684,50,0.895
1684,-1,0.935
1685,1,0.757
1685,5,0.878
1685,10,0.876
1685,25,0.884
1685,50,0.899
1685,-1,0.929
1686,1,0.732
1686,5,0.84
1686,10,0.875
1686,25,0.869
1686,50,0.903
1686,-1,0.951
1687,1,0.681
1687,5,0.851
1687,10,0.878
1687,25,0.893
1687,50,0.903
1687,-1,0.951
1688,1,0.762
1688,5,0.873
1688,10,0.865
1688,25,0.893
1688,50,0.91
1688,-1,0.942
1689,1,0.581
1689,5,0.846
1689,10,0.863
1689,25,0.907
1689,50,0.906
1689,-1,0.946
1690,1,0.761
1690,5,0.872
1690,10,0.875
1690,25,0.89
1690,50,0.889
1690,-1,0.925
1691,1,0.44
1691,5,0.824
1691,10,0.882
1691,25,0.894
1691,50,0.9
1691,-1,0.929
1692,1,0.694
1692,5,0.819
1692,10,0.784
1692,25,0.843
1692,50,0.892
1692,-1,0.932
1693,1,0.83
1693,5,0.819
1693,10,0.872
1693,25,0.889
1693,50,0.888
1693,-1,0.942
1694,1,0.795
1694,5,0.864
1694,10,0.848
1694,25,0.894
1694,50,0.901
1694,-1,0.932
1695,1,0.711
1695,5,0.816
1695,10,0.831
1695,25,0.883
1695,50,0.884
1695,-1,0.933
1696,1,0.632
1696,5,0.805
1696,10,0.859
1696,25,0.895
1696,50,0.91
1696,-1,0.951
1697,1,0.525
1697,5,0.823
1697,10,0.862
1697,25,0.879
1697,50,0.886
1697,-1,0.937
1698,1,0.766
1698,5,0.857
1698,10,0.866
1698,25,0.89
1698,50,0.888
1698,-1,0.945
1699,1,0.376
1699,5,0.839
1699,10,0.893
1699,25,0.901
1699,50,0.91
1699,-1,0.94
1700,1,0.844
1700,5,0.892
1700,10,0.892
1700,25,0.891
1700,50,0.89
1700,-1,0.928
1701,1,0.735
1701,5,0.853
1701,10,0.87
1701,25,0.872
1701,50,0.906
1701,-1,0.935
1702,1,0.712
1702,5,0.881
1702,10,0.903
1702,25,0.884
1702,50,0.908
1702,-1,0.933
1703,1,0.735
1703,5,0.853
1703,10,0.847
1703,25,0.894
1703,50,0.922
1703,-1,0.937
1704,1,0.796
1704,5,0.781
1704,10,0.854
1704,25,0.899
1704,50,0.916
1704,-1,0.946
1705,1,0.814
1705,5,0.839
1705,10,0.856
1705,25,0.889
1705,50,0.911
1705,-1,0.936
1706,1,0.822
1706,5,0.83
1706,10,0.859
1706,25,0.844
1706,50,0.882
1706,-1,0.946
1707,1,0.763
1707,5,0.867
1707,10,0.867
1707,25,0.876
1707,50,0.888
1707,-1,0.939
1708,1,0.644
1708,5,0.806
1708,10,0.865
1708,25,0.887
1708,50,0.879
1708,-1,0.938
1709,1,0.851
1709,5,0.88
1709,10,0.907
1709,25,0.9
1709,50,0.921
1709,-1,0.936
1710,1,0.778
1710,5,0.84
1710,10,0.88
1710,25,0.886
1710,50,0.897
1710,-1,0.931
1711,1,0.604
1711,5,0.845
1711,10,0.86
1711,25,0.882
1711,50,0.904
1711,-1,0.94
1712,1,0.798
1712,5,0.847
1712,10,0.872
1712,25,0.914
1712,50,0.92
1712,-1,0.942
1713,1,0.455
1713,5,0.816
1713,10,0.842
1713,25,0.88
1713,50,0.902
1713,-1,0.953
1714,1,0.563
1714,5,0.685
1714,10,0.714
1714,25,0.8
1714,50,0.856
1714,-1,0.938
1715,1,0.47
1715,5,0.797
1715,10,0.86
1715,25,0.902
1715,50,0.926
1715,-1,0.942
1716,1,0.798
1716,5,0.834
1716,10,0.895
1716,25,0.898
1716,50,0.902
1716,-1,0.944
1717,1,0.742
1717,5,0.836
1717,10,0.865
1717,25,0.902
1717,50,0.926
1717,-1,0.934
1718,1,0.729
1718,5,0.816
1718,10,0.892
1718,25,0.905
1718,50,0.912
1718,-1,0.953
1719,1,0.736
1719,5,0.85
1719,10,0.825
1719,25,0.868
1719,50,0.891
1719,-1,0.945
1720,1,0.588
1720,5,0.837
1720,10,0.881
1720,25,0.887
1720,50,0.899
1720,-1,0.928
1721,1,0.705
1721,5,0.864
1721,10,0.869
1721,25,0.881
1721,50,0.876
1721,-1,0.926
1722,1,0.852
1722,5,0.884
1722,10,0.897
1722,25,0.898
1722,50,0.908
1722,-1,0.93
1723,1,0.567
1723,5,0.823
1723,10,0.854
1723,25,0.865
1723,50,0.876
1723,-1,0.943
1724,1,0.731
1724,5,0.859
1724,10,0.898
1724,25,0.894
1724,50,0.917
1724,-1,0.936
1725,1,0.583
1725,5,0.781
1725,10,0.851
1725,25,0.88
1725,50,0.901
1725,-1,0.94
1726,1,0.278
1726,5,0.77
1726,10,0.874
1726,25,0.913
1726,50,0.915
1726,-1,0.946
1727,1,0.836
1727,5,0.869
1727,10,0.898
1727,25,0.892
1727,50,0.902
1727,-1,0.931
1728,1,0.755
1728,5,0.874
1728,10,0.872
1728,25,0.872
1728,50,0.894
1728,-1,0.938
1729,1,0.616
1729,5,0.789
1729,10,0.852
1729,25,0.902
1729,50,0.906
1729,-1,0.945
1730,1,0.811
1730,5,0.87
1730,10,0.882
1730,25,0.883
1730,50,0.871
1730,-1,0.944
1731,1,0.623
1731,5,0.842
1731,10,0.867
1731,25,0.868
1731,50,0.897
1731,-1,0.942
1732,1,0.84
1732,5,0.86
1732,10,0.89
1732,25,0.911
1732,50,0.89
1732,-1,0.935
1733,1,0.708
1733,5,0.851
1733,10,0.862
1733,25,0.897
1733,50,0.915
1733,-1,0.95
1734,1,0.695
1734,5,0.861
1734,10,0.855
1734,25,0.874
1734,50,0.876
1734,-1,0.935
1735,1,0.805
1735,5,0.823
1735,10,0.85
1735,25,0.887
1735,50,0.899
1735,-1,0.942
1736,1,0.6
1736,5,0.85
1736,10,0.878
1736,25,0.911
1736,50,0.927
1736,-1,0.942
1737,1,0.612
1737,5,0.893
1737,10,0.892
1737,25,0.904
1737,50,0.918
1737,-1,0.943
1738,1,0.243
1738,5,0.831
1738,10,0.846
1738,25,0.869
1738,50,0.906
1738,-1,0.943
1739,1,0.62
1739,5,0.824
1739,10,0.819
1739,25,0.868
1739,50,0.891
1739,-1,0.952
1740,1,0.805
1740,5,0.874
1740,10,0.875
1740,25,0.871
1740,50,0.877
1740,-1,0.935
1741,1,0.639
1741,5,0.759
1741,10,0.827
1741,25,0.877
1741,50,0.893
1741,-1,0.91
1742,1,0.641
1742,5,0.772
1742,10,0.891
1742,25,0.914
1742,50,0.915
1742,-1,0.914
1743,1,0.797
1743,5,0.862
1743,10,0.888
1743,25,0.881
1743,50,0.917
1743,-1,0.943
1744,1,0.768
1744,5,0.838
1744,10,0.867
1744,25,0.872
1744,50,0.888
1744,-1,0.935
1745,1,0.243
1745,5,0.582
1745,10,0.808
1745,25,0.915
1745,50,0.921
1745,-1,0.934
1746,1,0.497
1746,5,0.846
1746,10,0.841
1746,25,0.88
1746,50,0.902
1746,-1,0.933
1747,1,0.535
1747,5,0.872
1747,10,0.869
1747,25,0.9
1747,50,0.899
1747,-1,0.944
1748,1,0.736
1748,5,0.848
1748,10,0.867
1748,25,0.885
1748,50,0.892
1748,-1,0.943
1749,1,0.488
1749,5,0.849
1749,10,0.872
1749,25,0.9
1749,50,0.905
1749,-1,0.937
1750,1,0.744
1750,5,0.868
1750,10,0.858
1750,25,0.892
1750,50,0.918
1750,-1,0.934
1751,1,0.715
1751,5,0.779
1751,10,0.848
1751,25,0.884
1751,50,0.895
1751,-1,0.929
1752,1,0.605
1752,5,0.852
1752,10,0.861
1752,25,0.911
1752,50,0.916
1752,-1,0.956
1753,1,0.778
1753,5,0.841
1753,10,0.86
1753,25,0.859
1753,50,0.898
1753,-1,0.945
1754,1,0.768
1754,5,0.877
1754,10,0.874
1754,25,0.894
1754,50,0.874
1754,-1,0.939
1755,1,0.76
1755,5,0.784
1755,10,0.845
1755,25,0.908
1755,50,0.901
1755,-1,0.94
1756,1,0.71
1756,5,0.811
1756,10,0.882
1756,25,0.911
1756,50,0.884
1756,-1,0.938
1757,1,0.553
1757,5,0.732
1757,10,0.867
1757,25,0.905
1757,50,0.905
1757,-1,0.94
1758,1,0.543
1758,5,0.849
1758,10,0.867
1758,25,0.899
1758,50,0.883
1758,-1,0.947
1759,1,0.569
1759,5,0.806
1759,10,0.866
1759,25,0.912
1759,50,0.918
1759,-1,0.937
1760,1,0.745
1760,5,0.858
1760,10,0.831
1760,25,0.869
1760,50,0.874
1760,-1,0.926
1761,1,0.777
1761,5,0.844
1761,10,0.885
1761,25,0.873
1761,50,0.901
1761,-1,0.937
1762,1,0.579
1762,5,0.831
1762,10,0.871
1762,25,0.887
1762,50,0.909
1762,-1,0.94
1763,1,0.742
1763,5,0.86
1763,10,0.882
1763,25,0.871
1763,50,0.885
1763,-1,0.94
1764,1,0.682
1764,5,0.787
1764,10,0.85
1764,25,0.885
1764,50,0.917
1764,-1,0.937
1765,1,0.492
1765,5,0.854
1765,10,0.862
1765,25,0.926
1765,50,0.917
1765,-1,0.948
1766,1,0.788
1766,5,0.865
1766,10,0.884
1766,25,0.892
1766,50,0.908
1766,-1,0.923
1767,1,0.306
1767,5,0.833
1767,10,0.837
1767,25,0.884
1767,50,0.895
